studyhours,attendance,resources,extracurricular,motivation,internet,gender,age,learningstyle,onlinecourses,discussions,assignmentcompletion,examscore,edutech,stresslevel,finalgrade
28,60,Some,Yes,Low,Yes,Female,29,Visual,11,Rarely,92,98,No,Medium,Fail
28,61,Some,Yes,Low,Yes,Male,25,Visual,0,Often,63,56,Yes,High,Good
15,62,Many,No,High,Yes,Male,29,Visual,9,Often,88,50,No,Medium,Excellent
15,62,Many,No,High,Yes,Male,29,Visual,10,Rarely,79,57,Yes,Low,Good
15,62,Some,No,High,Yes,Male,29,Visual,9,Often,88,50,No,Medium,Excellent
15,62,Some,No,High,Yes,Male,29,Visual,10,Rarely,79,57,Yes,Low,Good
8,61,Some,Yes,Medium,Yes,Male,26,Visual,16,Rarely,67,47,Yes,High,Excellent
29,98,Some,Yes,Low,Yes,Male,26,Visual,12,Rarely,68,74,Yes,High,Average
18,88,Some,No,Low,Yes,Female,24,Visual,5,Rarely,78,56,No,Medium,Good
18,88,Some,No,Low,Yes,Female,21,Auditory,5,Often,68,56,Yes,High,Good
18,88,Some,No,Low,Yes,Female,23,Kinesthetic,2,Rarely,50,93,Yes,High,Fail
18,88,Some,No,Low,Yes,Female,23,Auditory,17,Often,70,70,Yes,High,Average
18,88,Some,No,High,Yes,Female,24,Visual,5,Rarely,78,56,No,Medium,Good
18,88,Some,No,High,Yes,Female,21,Auditory,5,Often,68,56,Yes,High,Good
18,88,Some,No,High,Yes,Female,23,Kinesthetic,2,Rarely,50,93,Yes,High,Fail
18,88,Some,No,High,Yes,Female,23,Auditory,17,Often,70,70,Yes,High,Average
18,88,Many,No,Medium,Yes,Female,24,Visual,5,Rarely,78,56,No,Medium,Good
18,88,Many,No,Medium,Yes,Female,21,Auditory,5,Often,68,56,Yes,High,Good
18,88,Many,No,Medium,Yes,Female,23,Kinesthetic,2,Rarely,50,93,Yes,High,Fail
18,88,Many,No,Medium,Yes,Female,23,Auditory,17,Often,70,70,Yes,High,Average
11,83,Some,No,High,Yes,Male,25,Auditory,2,Often,66,90,Yes,High,Fail
11,83,Some,Yes,Low,Yes,Male,25,Auditory,2,Often,66,90,Yes,High,Fail
8,67,Some,No,Low,Yes,Female,18,Visual,4,Rarely,68,48,Yes,Low,Excellent
8,67,Some,No,Low,Yes,Female,21,Auditory,8,Rarely,76,60,Yes,High,Good
8,67,Some,Yes,Medium,Yes,Female,18,Visual,4,Rarely,68,48,Yes,Low,Excellent
8,67,Some,Yes,Medium,Yes,Female,21,Auditory,8,Rarely,76,60,Yes,High,Good
24,86,Many,Yes,High,Yes,Female,23,Visual,0,Often,63,99,Yes,Medium,Fail
24,86,Many,Yes,High,Yes,Female,18,Visual,1,Rarely,57,42,No,High,Excellent
24,86,Many,Yes,High,Yes,Female,22,Visual,11,Often,76,82,Yes,High,Average
24,86,Many,Yes,High,Yes,Female,22,Visual,17,Often,62,100,Yes,Low,Fail
24,86,Many,No,Medium,Yes,Female,23,Visual,0,Often,63,99,Yes,Medium,Fail
24,86,Many,No,Medium,Yes,Female,18,Visual,1,Rarely,57,42,No,High,Excellent
24,86,Many,No,Medium,Yes,Female,22,Visual,11,Often,76,82,Yes,High,Average
24,86,Many,No,Medium,Yes,Female,22,Visual,17,Often,62,100,Yes,Low,Fail
24,86,Some,Yes,Medium,Yes,Female,23,Visual,0,Often,63,99,Yes,Medium,Fail
24,86,Some,Yes,Medium,Yes,Female,18,Visual,1,Rarely,57,42,No,High,Excellent
24,86,Some,Yes,Medium,Yes,Female,22,Visual,11,Often,76,82,Yes,High,Average
24,86,Some,Yes,Medium,Yes,Female,22,Visual,17,Often,62,100,Yes,Low,Fail
10,72,Some,Yes,Medium,Yes,Female,22,Visual,10,Rarely,83,55,No,Medium,Good
28,99,Some,No,Medium,Yes,Male,28,Auditory,0,Often,98,99,Yes,High,Fail
28,99,Some,No,Medium,Yes,Male,25,Visual,17,Often,89,54,Yes,Medium,Excellent
28,99,Some,No,Medium,Yes,Male,20,Kinesthetic,7,Often,57,42,No,High,Excellent
28,99,Some,Yes,Medium,Yes,Male,28,Auditory,0,Often,98,99,Yes,High,Fail
28,99,Some,Yes,Medium,Yes,Male,25,Visual,17,Often,89,54,Yes,Medium,Excellent
28,99,Some,Yes,Medium,Yes,Male,20,Kinesthetic,7,Often,57,42,No,High,Excellent
11,74,Many,Yes,Low,Yes,Female,22,Auditory,15,Rarely,73,67,Yes,Medium,Good
11,74,Many,Yes,Low,Yes,Female,19,Auditory,13,Rarely,57,48,No,High,Excellent
11,74,Many,Yes,Low,Yes,Female,25,Auditory,9,Rarely,67,76,Yes,High,Average
11,74,Some,No,Low,Yes,Female,22,Auditory,15,Rarely,73,67,Yes,Medium,Good
11,74,Some,No,Low,Yes,Female,19,Auditory,13,Rarely,57,48,No,High,Excellent
11,74,Some,No,Low,Yes,Female,25,Auditory,9,Rarely,67,76,Yes,High,Average
28,67,Many,No,Low,Yes,Male,18,Kinesthetic,16,Often,85,85,Yes,High,Fail
28,67,Many,No,Low,Yes,Male,27,Visual,16,Often,62,56,Yes,High,Good
28,67,Many,No,Low,Yes,Male,28,Auditory,17,Often,53,82,Yes,High,Average
28,67,Some,No,High,Yes,Male,18,Kinesthetic,16,Often,85,85,Yes,High,Fail
28,67,Some,No,High,Yes,Male,27,Visual,16,Often,62,56,Yes,High,Good
28,67,Some,No,High,Yes,Male,28,Auditory,17,Often,53,82,Yes,High,Average
28,67,Some,Yes,Medium,Yes,Male,18,Kinesthetic,16,Often,85,85,Yes,High,Fail
28,67,Some,Yes,Medium,Yes,Male,27,Visual,16,Often,62,56,Yes,High,Good
28,67,Some,Yes,Medium,Yes,Male,28,Auditory,17,Often,53,82,Yes,High,Average
34,75,Some,Yes,Medium,Yes,Female,23,Visual,15,Often,58,52,Yes,High,Excellent
13,60,Many,Yes,Medium,Yes,Male,23,Visual,0,Often,63,70,Yes,Medium,Average
13,60,Many,Yes,Medium,Yes,Male,28,Visual,5,Often,87,57,Yes,High,Good
13,60,Many,Yes,Medium,Yes,Male,23,Auditory,7,Often,97,90,Yes,Low,Fail
13,60,Many,No,Medium,Yes,Male,23,Visual,0,Often,63,70,Yes,Medium,Average
13,60,Many,No,Medium,Yes,Male,28,Visual,5,Often,87,57,Yes,High,Good
13,60,Many,No,Medium,Yes,Male,23,Auditory,7,Often,97,90,Yes,Low,Fail
25,66,Many,Yes,Low,Yes,Female,19,Visual,18,Often,62,72,Yes,High,Average
25,66,Many,Yes,Low,Yes,Female,20,Visual,19,Often,78,54,No,High,Excellent
25,66,Many,Yes,Low,Yes,Female,25,Visual,16,Rarely,61,83,Yes,High,Average
25,66,Some,Yes,Medium,No,Female,19,Visual,18,Often,62,72,Yes,High,Average
25,66,Some,Yes,Medium,No,Female,20,Visual,19,Often,78,54,No,High,Excellent
25,66,Some,Yes,Medium,No,Female,25,Visual,16,Rarely,61,83,Yes,High,Average
25,66,Many,Yes,Medium,Yes,Female,19,Visual,18,Often,62,72,Yes,High,Average
25,66,Many,Yes,Medium,Yes,Female,20,Visual,19,Often,78,54,No,High,Excellent
25,66,Many,Yes,Medium,Yes,Female,25,Visual,16,Rarely,61,83,Yes,High,Average
25,66,Some,Yes,Medium,Yes,Female,19,Visual,18,Often,62,72,Yes,High,Average
25,66,Some,Yes,Medium,Yes,Female,20,Visual,19,Often,78,54,No,High,Excellent
25,66,Some,Yes,Medium,Yes,Female,25,Visual,16,Rarely,61,83,Yes,High,Average
6,73,Some,No,Low,Yes,Male,19,Visual,9,Often,91,55,Yes,Medium,Good
6,73,Some,No,Low,Yes,Male,18,Visual,9,Often,55,87,No,High,Fail
7,72,Some,Yes,Medium,Yes,Female,19,Visual,12,Rarely,79,76,Yes,High,Average
7,72,Some,Yes,Medium,Yes,Female,20,Visual,3,Often,76,82,No,Medium,Average
8,97,Many,Yes,High,Yes,Male,23,Kinesthetic,14,Often,75,47,Yes,Low,Excellent
8,97,Many,Yes,High,Yes,Male,28,Auditory,6,Rarely,62,66,No,Medium,Good
8,97,Many,Yes,High,Yes,Male,27,Visual,8,Rarely,56,48,Yes,Medium,Excellent
8,98,Some,Yes,Medium,Yes,Male,25,Visual,19,Often,86,74,Yes,Medium,Average
8,98,Some,Yes,Medium,Yes,Male,29,Auditory,6,Rarely,74,97,Yes,High,Fail
34,87,Some,No,High,Yes,Female,18,Auditory,0,Rarely,78,95,Yes,High,Fail
34,87,Some,No,High,Yes,Female,27,Auditory,19,Often,92,66,Yes,Medium,Good
10,71,Many,Yes,Medium,Yes,Female,22,Kinesthetic,10,Often,52,78,Yes,High,Average
13,76,Some,Yes,High,Yes,Female,19,Visual,18,Rarely,97,70,Yes,High,Average
13,76,Some,Yes,High,Yes,Female,23,Kinesthetic,19,Often,75,73,Yes,High,Average
13,76,Some,Yes,High,Yes,Female,24,Kinesthetic,14,Rarely,82,63,Yes,High,Good
18,60,Many,No,Low,Yes,Female,29,Visual,16,Often,56,76,No,High,Average
18,60,Many,No,Low,Yes,Female,25,Visual,16,Rarely,86,83,Yes,High,Average
18,60,Many,No,Low,Yes,Female,22,Visual,2,Often,86,90,Yes,High,Fail
12,85,Many,Yes,Medium,Yes,Female,28,Auditory,12,Rarely,67,58,Yes,High,Good
12,85,Many,Yes,Medium,Yes,Female,26,Auditory,1,Often,80,99,Yes,High,Fail
12,85,Many,Yes,Medium,Yes,Female,25,Auditory,10,Often,74,40,Yes,Medium,Excellent
12,85,Some,Yes,High,Yes,Female,28,Auditory,12,Rarely,67,58,Yes,High,Good
12,85,Some,Yes,High,Yes,Female,26,Auditory,1,Often,80,99,Yes,High,Fail
12,85,Some,Yes,High,Yes,Female,25,Auditory,10,Often,74,40,Yes,Medium,Excellent
12,85,Many,No,Low,Yes,Female,28,Auditory,12,Rarely,67,58,Yes,High,Good
12,85,Many,No,Low,Yes,Female,26,Auditory,1,Often,80,99,Yes,High,Fail
12,85,Many,No,Low,Yes,Female,25,Auditory,10,Often,74,40,Yes,Medium,Excellent
12,85,Some,Yes,Medium,Yes,Female,28,Auditory,12,Rarely,67,58,Yes,High,Good
12,85,Some,Yes,Medium,Yes,Female,26,Auditory,1,Often,80,99,Yes,High,Fail
12,85,Some,Yes,Medium,Yes,Female,25,Auditory,10,Often,74,40,Yes,Medium,Excellent
26,82,Some,Yes,Medium,Yes,Female,24,Visual,15,Often,53,56,Yes,Medium,Good
26,82,Some,Yes,Medium,Yes,Female,19,Auditory,0,Often,86,52,Yes,Medium,Excellent
26,82,Some,No,Low,Yes,Female,24,Visual,15,Often,53,56,Yes,Medium,Good
26,82,Some,No,Low,Yes,Female,19,Auditory,0,Often,86,52,Yes,Medium,Excellent
22,78,Many,Yes,High,Yes,Male,21,Visual,16,Often,80,83,Yes,Medium,Average
22,78,Many,Yes,High,Yes,Male,24,Visual,2,Often,100,51,Yes,Medium,Excellent
7,74,Some,Yes,Low,Yes,Male,21,Kinesthetic,19,Often,51,93,Yes,High,Fail
7,74,Some,Yes,Low,Yes,Male,28,Kinesthetic,11,Often,89,68,No,High,Good
29,72,Some,No,Low,Yes,Male,18,Visual,14,Often,66,55,Yes,High,Good
11,73,Some,Yes,High,Yes,Male,23,Auditory,9,Often,77,59,Yes,Medium,Good
11,73,Some,Yes,High,Yes,Male,27,Visual,2,Rarely,85,95,Yes,Low,Fail
7,79,Many,Yes,Medium,Yes,Female,23,Visual,14,Often,55,68,Yes,High,Good
7,79,Many,Yes,Medium,Yes,Female,28,Kinesthetic,12,Rarely,64,87,Yes,High,Fail
30,83,Some,Yes,Medium,Yes,Male,22,Kinesthetic,2,Rarely,90,71,Yes,High,Average
30,83,Some,Yes,Medium,Yes,Male,23,Visual,13,Rarely,85,77,Yes,High,Average
30,83,Some,Yes,Medium,Yes,Male,25,Auditory,16,Often,56,91,Yes,Medium,Fail
30,83,Some,Yes,Medium,Yes,Male,28,Visual,13,Often,54,88,No,Medium,Fail
34,91,Some,No,Medium,Yes,Female,21,Visual,17,Rarely,90,45,Yes,Medium,Excellent
34,91,Some,No,Medium,Yes,Female,26,Kinesthetic,10,Often,67,85,No,High,Fail
34,91,Some,No,Medium,No,Female,21,Visual,17,Rarely,90,45,Yes,Medium,Excellent
34,91,Some,No,Medium,No,Female,26,Kinesthetic,10,Often,67,85,No,High,Fail
7,63,Some,No,Medium,Yes,Male,27,Visual,16,Often,58,80,No,High,Average
7,63,Some,No,Medium,Yes,Male,29,Visual,0,Often,59,47,No,Medium,Excellent
7,63,Some,No,Medium,Yes,Male,21,Visual,9,Often,74,71,Yes,Low,Average
7,63,Some,No,Medium,Yes,Male,23,Kinesthetic,6,Often,78,51,Yes,High,Excellent
7,86,Some,No,Medium,Yes,Female,26,Kinesthetic,9,Often,60,45,Yes,Low,Excellent
7,86,Some,No,Medium,Yes,Female,21,Visual,15,Rarely,62,92,Yes,High,Fail
34,97,Some,No,Medium,Yes,Female,19,Auditory,14,Often,60,83,Yes,High,Average
34,97,Some,No,Medium,Yes,Female,24,Visual,14,Often,63,72,Yes,Medium,Average
34,97,Some,No,Medium,Yes,Female,27,Kinesthetic,1,Rarely,61,62,Yes,Low,Good
34,97,Some,No,Medium,Yes,Female,29,Visual,5,Often,71,46,Yes,Low,Excellent
13,97,Some,Yes,Medium,Yes,Female,19,Visual,0,Often,98,85,Yes,Medium,Fail
13,97,Some,Yes,Medium,Yes,Female,23,Auditory,20,Rarely,60,78,Yes,Low,Average
34,92,Some,No,Low,Yes,Male,27,Visual,0,Often,81,80,Yes,Medium,Average
34,92,Some,No,Low,Yes,Male,21,Visual,9,Often,92,68,No,Medium,Good
18,90,Some,No,High,Yes,Female,22,Visual,13,Often,93,100,Yes,High,Fail
18,90,Some,No,High,Yes,Female,29,Visual,18,Rarely,54,90,Yes,High,Fail
18,90,Some,No,High,Yes,Female,26,Kinesthetic,5,Rarely,76,76,Yes,High,Average
18,90,Many,No,High,Yes,Female,22,Visual,13,Often,93,100,Yes,High,Fail
18,90,Many,No,High,Yes,Female,29,Visual,18,Rarely,54,90,Yes,High,Fail
18,90,Many,No,High,Yes,Female,26,Kinesthetic,5,Rarely,76,76,Yes,High,Average
18,90,Some,No,Medium,Yes,Female,22,Visual,13,Often,93,100,Yes,High,Fail
18,90,Some,No,Medium,Yes,Female,29,Visual,18,Rarely,54,90,Yes,High,Fail
18,90,Some,No,Medium,Yes,Female,26,Kinesthetic,5,Rarely,76,76,Yes,High,Average
18,90,Some,Yes,Low,Yes,Female,22,Visual,13,Often,93,100,Yes,High,Fail
18,90,Some,Yes,Low,Yes,Female,29,Visual,18,Rarely,54,90,Yes,High,Fail
18,90,Some,Yes,Low,Yes,Female,26,Kinesthetic,5,Rarely,76,76,Yes,High,Average
11,90,Some,Yes,Low,Yes,Female,20,Auditory,2,Often,63,49,Yes,High,Excellent
9,88,Some,Yes,Low,Yes,Female,26,Visual,13,Rarely,99,45,Yes,High,Excellent
18,100,Some,No,Low,Yes,Male,23,Visual,7,Often,62,65,Yes,Medium,Good
18,100,Some,No,Low,Yes,Male,25,Kinesthetic,19,Often,66,94,Yes,High,Fail
35,86,Some,No,Medium,Yes,Male,23,Auditory,12,Rarely,100,89,No,Low,Fail
34,79,Some,Yes,Low,Yes,Female,27,Kinesthetic,4,Often,52,55,Yes,Medium,Good
34,79,Some,Yes,Low,Yes,Female,22,Auditory,4,Often,96,94,Yes,High,Fail
34,79,Some,Yes,Low,Yes,Female,25,Auditory,10,Rarely,57,86,No,High,Fail
34,79,Some,Yes,Low,Yes,Female,22,Kinesthetic,8,Often,76,67,No,Low,Good
8,82,Some,No,Medium,Yes,Female,22,Kinesthetic,14,Often,72,41,Yes,High,Excellent
8,82,Some,No,Medium,Yes,Female,22,Visual,4,Often,75,71,Yes,Medium,Average
8,82,Some,No,Medium,Yes,Female,28,Visual,2,Often,66,100,Yes,Low,Fail
31,77,Some,No,Medium,Yes,Female,26,Visual,0,Often,81,87,No,High,Fail
8,91,Some,No,Medium,Yes,Male,25,Visual,19,Rarely,85,93,Yes,High,Fail
8,91,Some,No,Medium,Yes,Male,29,Visual,13,Rarely,96,87,Yes,Medium,Fail
8,91,Some,No,Medium,Yes,Male,28,Kinesthetic,14,Often,50,73,Yes,High,Average
8,91,Some,No,Medium,Yes,Male,22,Auditory,2,Often,57,53,Yes,Medium,Excellent
14,99,Some,No,Low,Yes,Female,23,Visual,11,Often,88,71,Yes,High,Average
14,99,Some,No,Low,Yes,Female,22,Auditory,19,Often,88,94,Yes,High,Fail
14,99,Some,No,Low,Yes,Female,20,Auditory,15,Rarely,95,72,Yes,High,Average
14,99,Some,Yes,Medium,Yes,Female,23,Visual,11,Often,88,71,Yes,High,Average
14,99,Some,Yes,Medium,Yes,Female,22,Auditory,19,Often,88,94,Yes,High,Fail
14,99,Some,Yes,Medium,Yes,Female,20,Auditory,15,Rarely,95,72,Yes,High,Average
9,72,Many,Yes,Medium,No,Male,22,Visual,2,Often,86,100,No,High,Fail
15,60,Some,No,Low,Yes,Male,28,Kinesthetic,14,Often,86,54,Yes,High,Excellent
15,60,Some,No,Low,Yes,Male,26,Auditory,16,Rarely,81,82,Yes,Medium,Average
15,60,Some,No,Low,Yes,Male,28,Kinesthetic,0,Rarely,84,99,No,Low,Fail
15,60,Some,No,Low,Yes,Male,19,Visual,5,Often,66,88,Yes,Medium,Fail
34,78,Many,Yes,Medium,Yes,Female,18,Visual,0,Often,60,89,Yes,Low,Fail
34,78,Many,Yes,Medium,Yes,Female,20,Auditory,12,Often,63,73,Yes,Medium,Average
31,82,Some,Yes,Medium,No,Female,23,Visual,15,Rarely,60,70,Yes,Medium,Average
31,82,Some,Yes,Medium,No,Female,22,Auditory,18,Rarely,54,66,Yes,Medium,Good
31,82,Many,Yes,Medium,Yes,Female,23,Visual,15,Rarely,60,70,Yes,Medium,Average
31,82,Many,Yes,Medium,Yes,Female,22,Auditory,18,Rarely,54,66,Yes,Medium,Good
31,79,Many,No,Medium,Yes,Female,23,Visual,20,Often,59,75,Yes,High,Average
31,79,Many,No,Medium,Yes,Female,22,Kinesthetic,4,Rarely,51,45,Yes,Low,Excellent
25,100,Some,No,Low,Yes,Female,25,Visual,10,Often,81,91,Yes,High,Fail
25,100,Some,No,Low,Yes,Female,23,Visual,10,Rarely,72,45,No,High,Excellent
11,78,Many,Yes,Medium,Yes,Male,19,Visual,9,Rarely,56,91,Yes,Medium,Fail
11,78,Many,Yes,Medium,Yes,Male,21,Auditory,6,Often,80,92,Yes,High,Fail
11,78,Many,Yes,Medium,Yes,Male,25,Auditory,18,Rarely,100,87,Yes,High,Fail
11,78,Many,Yes,Medium,Yes,Male,27,Auditory,14,Often,65,40,Yes,Medium,Excellent
11,78,Many,Yes,Medium,Yes,Male,28,Visual,15,Often,59,82,Yes,Medium,Average
11,78,Many,Yes,Medium,Yes,Male,18,Visual,19,Often,71,49,Yes,High,Excellent
11,78,Many,Yes,Medium,Yes,Male,27,Auditory,8,Rarely,66,75,Yes,High,Average
11,78,Some,Yes,Low,Yes,Male,19,Visual,9,Rarely,56,91,Yes,Medium,Fail
11,78,Some,Yes,Low,Yes,Male,21,Auditory,6,Often,80,92,Yes,High,Fail
11,78,Some,Yes,Low,Yes,Male,25,Auditory,18,Rarely,100,87,Yes,High,Fail
11,78,Some,Yes,Low,Yes,Male,27,Auditory,14,Often,65,40,Yes,Medium,Excellent
11,78,Some,Yes,Low,Yes,Male,28,Visual,15,Often,59,82,Yes,Medium,Average
11,78,Some,Yes,Low,Yes,Male,18,Visual,19,Often,71,49,Yes,High,Excellent
11,78,Some,Yes,Low,Yes,Male,27,Auditory,8,Rarely,66,75,Yes,High,Average
11,78,Many,No,Low,Yes,Male,19,Visual,9,Rarely,56,91,Yes,Medium,Fail
11,78,Many,No,Low,Yes,Male,21,Auditory,6,Often,80,92,Yes,High,Fail
11,78,Many,No,Low,Yes,Male,25,Auditory,18,Rarely,100,87,Yes,High,Fail
11,78,Many,No,Low,Yes,Male,27,Auditory,14,Often,65,40,Yes,Medium,Excellent
11,78,Many,No,Low,Yes,Male,28,Visual,15,Often,59,82,Yes,Medium,Average
11,78,Many,No,Low,Yes,Male,18,Visual,19,Often,71,49,Yes,High,Excellent
11,78,Many,No,Low,Yes,Male,27,Auditory,8,Rarely,66,75,Yes,High,Average
15,70,Many,No,High,Yes,Female,26,Auditory,6,Rarely,94,40,Yes,High,Excellent
15,70,Many,No,High,Yes,Female,24,Auditory,19,Rarely,70,68,No,Low,Good
15,70,Many,No,High,Yes,Female,24,Visual,18,Often,72,81,Yes,High,Average
15,70,Many,No,High,Yes,Female,25,Visual,4,Often,75,57,Yes,High,Good
15,70,Some,No,Low,Yes,Female,26,Auditory,6,Rarely,94,40,Yes,High,Excellent
15,70,Some,No,Low,Yes,Female,24,Auditory,19,Rarely,70,68,No,Low,Good
15,70,Some,No,Low,Yes,Female,24,Visual,18,Often,72,81,Yes,High,Average
15,70,Some,No,Low,Yes,Female,25,Visual,4,Often,75,57,Yes,High,Good
27,84,Many,No,Low,Yes,Male,23,Kinesthetic,7,Often,54,73,No,Medium,Average
36,70,Many,No,Medium,Yes,Female,25,Visual,18,Often,56,84,Yes,Low,Average
12,71,Many,Yes,Low,Yes,Male,25,Visual,2,Rarely,90,98,Yes,Medium,Fail
12,71,Many,Yes,Low,Yes,Male,26,Visual,8,Often,66,61,No,High,Good
12,71,Many,Yes,High,Yes,Male,25,Visual,2,Rarely,90,98,Yes,Medium,Fail
12,71,Many,Yes,High,Yes,Male,26,Visual,8,Often,66,61,No,High,Good
28,96,Some,No,High,Yes,Female,21,Auditory,5,Often,69,68,Yes,High,Good
28,96,Some,No,High,Yes,Female,20,Visual,9,Often,72,40,Yes,High,Excellent
28,96,Some,No,High,Yes,Female,21,Auditory,10,Often,87,56,No,High,Good
28,96,Some,Yes,High,Yes,Female,21,Auditory,5,Often,69,68,Yes,High,Good
28,96,Some,Yes,High,Yes,Female,20,Visual,9,Often,72,40,Yes,High,Excellent
28,96,Some,Yes,High,Yes,Female,21,Auditory,10,Often,87,56,No,High,Good
25,68,Some,Yes,Low,Yes,Male,22,Visual,2,Often,98,47,Yes,Low,Excellent
25,68,Some,No,Low,Yes,Male,22,Visual,2,Often,98,47,Yes,Low,Excellent
10,98,Some,No,Low,No,Male,21,Visual,15,Often,90,52,Yes,High,Excellent
10,98,Some,No,Low,No,Male,22,Visual,12,Often,91,46,Yes,High,Excellent
10,98,Some,Yes,Low,Yes,Male,21,Visual,15,Often,90,52,Yes,High,Excellent
10,98,Some,Yes,Low,Yes,Male,22,Visual,12,Often,91,46,Yes,High,Excellent
7,93,Many,Yes,High,Yes,Male,21,Visual,9,Rarely,98,57,Yes,Medium,Good
7,93,Many,Yes,High,Yes,Male,21,Auditory,18,Rarely,94,73,No,Low,Average
10,100,Some,No,Low,Yes,Male,25,Visual,16,Often,98,85,Yes,High,Fail
9,89,Some,No,High,Yes,Male,21,Visual,6,Often,84,87,Yes,Low,Fail
9,89,Some,No,High,Yes,Male,22,Visual,1,Often,72,48,Yes,Medium,Excellent
13,62,Some,Yes,Medium,Yes,Female,20,Kinesthetic,14,Rarely,85,90,Yes,Medium,Fail
13,62,Some,Yes,Medium,Yes,Female,28,Visual,5,Rarely,54,75,No,Low,Average
13,62,Some,Yes,Medium,Yes,Female,18,Kinesthetic,13,Rarely,86,66,No,High,Good
13,62,Some,Yes,Medium,Yes,Female,18,Auditory,0,Rarely,55,77,Yes,High,Average
13,62,Some,No,High,Yes,Female,20,Kinesthetic,14,Rarely,85,90,Yes,Medium,Fail
13,62,Some,No,High,Yes,Female,28,Visual,5,Rarely,54,75,No,Low,Average
13,62,Some,No,High,Yes,Female,18,Kinesthetic,13,Rarely,86,66,No,High,Good
13,62,Some,No,High,Yes,Female,18,Auditory,0,Rarely,55,77,Yes,High,Average
35,63,Many,Yes,Low,Yes,Female,23,Auditory,5,Rarely,92,74,Yes,High,Average
35,63,Many,Yes,Low,Yes,Female,19,Visual,12,Rarely,68,55,Yes,Low,Good
30,92,Some,Yes,Medium,Yes,Female,22,Auditory,15,Rarely,58,61,Yes,Low,Good
7,88,Many,Yes,Medium,Yes,Male,22,Visual,8,Often,64,85,Yes,Medium,Fail
7,88,Many,Yes,Medium,Yes,Male,21,Kinesthetic,15,Rarely,65,64,No,High,Good
9,90,Some,Yes,Medium,Yes,Female,19,Visual,8,Often,95,73,No,Low,Average
9,90,Some,Yes,Medium,Yes,Female,29,Visual,15,Often,70,82,No,Medium,Average
9,90,Many,Yes,Low,Yes,Female,19,Visual,8,Often,95,73,No,Low,Average
9,90,Many,Yes,Low,Yes,Female,29,Visual,15,Often,70,82,No,Medium,Average
25,79,Some,Yes,Medium,Yes,Female,21,Kinesthetic,17,Often,88,92,No,High,Fail
25,79,Some,Yes,Medium,Yes,Female,28,Visual,15,Often,89,45,No,High,Excellent
25,79,Some,No,Low,No,Female,21,Kinesthetic,17,Often,88,92,No,High,Fail
25,79,Some,No,Low,No,Female,28,Visual,15,Often,89,45,No,High,Excellent
30,71,Some,No,Low,Yes,Male,27,Visual,8,Rarely,96,45,No,High,Excellent
30,71,Many,No,Low,Yes,Male,27,Visual,8,Rarely,96,45,No,High,Excellent
13,66,Some,Yes,Low,Yes,Male,22,Auditory,13,Rarely,95,44,Yes,Low,Excellent
13,66,Some,Yes,Low,Yes,Male,25,Kinesthetic,14,Often,93,57,Yes,High,Good
28,65,Some,No,High,No,Male,24,Visual,1,Often,97,94,Yes,High,Fail
24,83,Some,No,Medium,Yes,Female,20,Visual,13,Often,76,73,Yes,Medium,Average
24,83,Some,No,Medium,Yes,Female,29,Kinesthetic,10,Often,51,100,No,Medium,Fail
24,83,Some,No,High,Yes,Female,20,Visual,13,Often,76,73,Yes,Medium,Average
24,83,Some,No,High,Yes,Female,29,Kinesthetic,10,Often,51,100,No,Medium,Fail
32,91,Some,Yes,Medium,Yes,Male,19,Visual,9,Rarely,81,45,Yes,Medium,Excellent
6,76,Some,Yes,Medium,Yes,Female,29,Visual,1,Rarely,81,94,No,High,Fail
26,79,Many,Yes,High,Yes,Male,29,Visual,0,Often,73,65,No,High,Good
26,79,Many,Yes,High,Yes,Male,19,Auditory,4,Rarely,93,89,Yes,Low,Fail
26,79,Many,Yes,High,Yes,Male,18,Auditory,5,Rarely,82,89,Yes,High,Fail
26,79,Many,Yes,High,Yes,Male,28,Visual,2,Rarely,83,93,Yes,Medium,Fail
26,79,Many,Yes,High,Yes,Male,21,Kinesthetic,3,Rarely,60,74,No,High,Average
32,64,Many,Yes,Low,No,Male,18,Auditory,20,Often,58,41,Yes,High,Excellent
32,64,Many,Yes,Low,No,Male,19,Kinesthetic,0,Often,95,41,No,High,Excellent
32,64,Many,Yes,Low,No,Male,27,Visual,11,Often,65,99,No,High,Fail
32,64,Many,Yes,Low,No,Male,19,Kinesthetic,0,Rarely,50,54,Yes,High,Excellent
12,97,Some,Yes,Medium,No,Female,29,Auditory,6,Often,64,42,Yes,Medium,Excellent
12,97,Some,Yes,Medium,Yes,Female,29,Auditory,6,Often,64,42,Yes,Medium,Excellent
7,68,Some,No,Medium,Yes,Male,22,Auditory,17,Rarely,99,80,No,Low,Average
7,68,Some,No,Medium,Yes,Male,23,Visual,6,Often,90,83,No,High,Average
24,85,Some,Yes,Medium,Yes,Female,21,Visual,9,Often,62,53,Yes,High,Excellent
24,85,Some,Yes,Medium,Yes,Female,29,Auditory,14,Rarely,99,62,No,High,Good
24,85,Some,Yes,Medium,Yes,Female,24,Visual,13,Rarely,77,48,No,High,Excellent
11,75,Many,No,Medium,Yes,Male,18,Visual,18,Often,78,92,Yes,Low,Fail
11,75,Some,No,Medium,No,Male,18,Visual,18,Often,78,92,Yes,Low,Fail
35,67,Many,Yes,Low,Yes,Female,23,Kinesthetic,17,Often,58,66,Yes,High,Good
